i_move_id,i_id_pers,i_id_session,dt_start_utc,dt_end_utc,i_pid_start,i_pid_end,i_duration_secs,i_distance_m,r_speed_ms,geom_2154
74,12,0,2019-07-18 04:37:12+02,2019-07-18 05:01:22+02,41950,42240,1450,9851,6.79,01020000206A0800004E0000004EBABD9A28282C4179D987E758A05841532B022414282C4168B9591258A05841EC73B42B2D282C41D3EA4F0B53A05841553212F544282C411FC26F2B54A058411375F55238282C41B91205264CA05841DA4D1626D3272C41E453855940A05841BCC4B5130E202C41E7148C7C28A05841D0A1D2A0861F2C417578A5C223A05841587DAE2D7D1E2C416D2E8FD521A058410CDEB8403A1C2C41B7B3BE6627A05841AE60DF2DC41A2C41AEEE37482DA0584184337704C41A2C41FC9FBD4029A05841B2BED9E8AC1A2C41ACBD5B9327A05841E8503900EB192C416E3D9BDC2EA058418E078909EB182C41FC4CBE533DA05841A866605D5B172C4138ED19524AA058415290E12349162C41B582C6F147A05841110077DAD3152C415E9F7F254CA05841966CCE5E03152C41DA44369359A058411C900EA69A142C4147B44ED55DA05841AB25C5945D132C4152C8DCD75CA058414A8BAF75F3122C419328895862A058412D18246484122C41CCE7119669A05841CFFB98F910122C419D7069EB76A0584117FEF426C1112C4135F9771D88A0584124144B1BAF112C41DCB7103E9DA05841816FA37E77112C41FBAC2202AFA058417E1E0D38F8102C4147BEC4E8B8A05841C082A89E63102C41FEA4F6FDB8A05841D202FB45C50F2C413D5B0EA2B4A0584156A915EB200F2C4148F02A9CB7A05841054B4A85EE0D2C413036CE3FCCA058418C37053A680D2C41ACFF5FD5D7A058416AF92CD7050D2C4179536C2BE6A05841CB1D66A6CE0C2C4178E3A680F6A05841913C9546960C2C418E91C09A29A158413D2A5FD4A00C2C413452E5285EA15841EADDEB82500C2C413048798A79A1584198506087520C2C4149D003B887A158413E35337B720C2C4116C381BB94A15841780A520C7C0C2C4170549AA3A8A15841D70B0BB13E0C2C418853178AC5A15841C4851B88EA0B2C416B27AE24DAA1584175B85F24330B2C41804ED518F4A15841C1A42428460A2C41E969930B09A258416C2D4834C3092C41F971DF4311A25841C47693E737092C419B13DB9316A25841627007F509082C4118F4D77712A25841846A59DAEE062C41FBDDC2FF13A258414BA0476653052C411ABD7E8F21A258410EB0F4B2BA042C41A4BD34E628A258418079B52363042C41DC45B71D29A25841973827DDEF032C415BC27DDE2CA258419F19269F4DFF2B41DADF6D0757A2584161A09710FFFE2B41242486EA56A258413E9438ABE5FE2B419F79DA3044A25841D56E62D8A5FE2B4110AC86B745A258415586E6FA9AFD2B41BBE93F9343A258412AA3AB02ECFC2B41DC76F56D44A258411430FE5070FB2B418F8607565AA25841F43E80EBD8FA2B41DE96BE7B74A25841FD33AA4DC7FA2B41CEC448557AA25841C6D6E6C991FA2B41A9E5FA487FA25841C29D0586B1F92B411CC9E9C488A25841197C72A9C5F72B41602DC1399BA25841427C1AEEB2F52B41DF77EA37ACA25841051FE145A2F02B4110D1BB7BBAA258410EC178B9CEEF2B41D8A4DA50C7A25841F0053F7333EF2B41BB2CA12DC6A25841AC3D3370FBEE2B41B02D1FDAC8A258418268D62AD4EE2B413F444A52D0A258418987A850AEEE2B415B4239A1D3A25841D415892B33ED2B4186EECDF3B4A25841860282A6C3EC2B41B82F1B0DAFA258413A4742B2C4EA2B412767B02785A25841A5AEED9C8FEA2B415DFF1FEF82A25841A635535C37E92B413CE3059969A25841817C1ADA51E92B4101781D9567A25841
75,12,0,2019-07-18 05:04:22+02,2019-07-18 05:12:12+02,42276,42370,470,2521,5.36,01020000206A0800001800000050770B31F2E82B4144043FF963A25841B82DC27798E82B41D32909D85DA25841B2CD54B280E82B4199B61AFB56A2584131B63E7571E82B41E60F6A0148A258411ED11F115EE82B410340963045A25841585AD70760E82B41F6C0346B38A25841F57F98D973E82B41BFA433BB15A258410F8E0B9892E82B418EDCAEFB0AA25841B4D2A24EA1E82B41426690D9F8A158417D3756019CE82B41A363B8D9D9A15841C80D45B6CAE82B41CCA363BE7EA15841A2A29074C7E82B41A15F47C362A158417E131AABEBE82B4134DA3A6730A158418B4A3D47EEE82B41E247DC1A13A158411CC49CCC10E92B41FD01ACC9F9A05841A298F92A37E92B410A3079FFA7A058414F2C06A218E92B416DFF849395A05841B5D54D65F2E82B410631D4E18EA05841FA0347ACA5E72B41CDDC92FF88A05841B525D73853E72B41D65938FE82A058412998AD4420E72B4107D7C30079A05841D59738C514E72B419385343361A05841E671FF403DE72B41EB64EB752FA05841761566932EE72B41E4236CFF25A05841
76,12,0,2019-07-18 06:37:12+02,2019-07-18 06:44:52+02,43241,43286,460,350,0.76,01020000206A0800000E00000084330D5A44E62B415288BA4F2FA05841F33349BF13E62B414779E3062BA05841EBA6635E0AE62B41780606AC2DA058412A68FC4637E62B4193E0691B31A058412C8E7E1AB4E62B41DE62307324A05841F98A421F94E62B415C3C40B320A05841AE60FAB7A8E62B41D90919721AA05841E263BE74F4E62B4139E8F35F1BA05841164261221CE72B41E5079E4B15A05841F9C6299318E72B413629DF360FA058419FFF84CDF5E62B417A9DDB060DA058418A658111FDE62B4144F32A640BA05841D07EEEA3EEE62B41FE37D7640CA05841BE181B49D5E62B4193982E6C07A05841
77,12,0,2019-07-18 06:47:02+02,2019-07-18 06:50:52+02,43293,43322,230,332,1.44,01020000206A0800000800000085C5D219BFE62B41D8BC5FFE08A058418E0717F217E72B419708F4F508A0584162C8BFC533E72B415104B5F117A05841B628EEB0E0E62B41D3238DB91CA05841424C21D3D6E62B4193D38FEC24A05841B3FE133CC6E62B4199470E6D21A05841B05F2C09CFE62B412172AC8E26A058419872DF8CF4E52B412FFBD22D29A05841
79,12,0,2019-07-18 10:36:49+02,2019-07-18 10:53:49+02,44446,44607,1020,8676,8.51,01020000206A0800002C00000054B3C601B8E62B415E7141142DA05841AF3FD427CFE62B41E0232AC01AA058417B3864E238E72B41BED5F5401BA0584181558AE99DE72B4160D22EA0569F5841FCE3DB8ADAE72B41E05E1A76539F5841C3C330E8B3E82B41A468C400559F5841E8A721E2A3E92B418AB1B58C519F5841FE755C13B7EA2B41EA14514B449F5841FB644E1A93EA2B41C901163D389F584104BF2DB0B4EA2B4177429CFEF39E584194F291668EEA2B411C544418E29E5841A99E6601C3EA2B41AF214C06D79E58414DD3B647CFEA2B419E596C1AC79E5841D3583D8FE3ED2B4180B2FAF3C19E5841CA96DD633FEF2B4133AEA980D99E584106AAA14FF3EF2B4128C0B92CE89E58412B4A4DE75EF12B412BBC85C90B9F5841D691540AAAF22B41D809E5E3339F58416020FECD35F32B411015D649499F5841E006BCA6E2F62B41D599EEEDEB9F584174491B28EAF82B41F4FF394B4AA05841F6AA36B99EFB2B418AB9F938DFA0584164D9551F4DFD2B41959E51BA25A158413F3DE7BBEEFD2B41871F4D563CA15841FF05E3024CFF2B41A04A674A66A1584196CFB5E18F032C41A13E69E5D2A1584148986D67BE042C41897EE92AFBA15841E585829DAE052C41DD3A620926A25841996697B1F9032C4125258076BFA25841500D919051032C41375C6A7DAFA2584156CEA096A5012C41050B6AE299A258416BA788C499002C417926977989A25841D4583B4F21002C41F7C8F77687A258418BC33E63C3FF2B41DA5EA4E788A258414AF0DB6AB0FF2B4122F318F68DA25841A046C794D4FF2B41D7E6DF3D97A2584179921696D3FF2B41FF28002FA3A258410BF994D9AFFF2B41DECDCB5FC2A2584101B8771FAAFF2B413F9AC0D7D5A258411965B799D8FE2B41E4026C23DEA2584157F3F7C39EFE2B41145BCE48E7A258418D074643C8FE2B41ED9D59B0E9A258417E770FDDCAFE2B419010576CEEA2584143047097B8FE2B4198905821EFA25841
80,12,0,2019-07-18 11:14:59+02,2019-07-18 11:16:59+02,44641,44665,120,231,1.93,01020000206A0800000A000000A23BFF1206FE2B410562ACB3FCA258419BC86055F1FD2B41D798ACBDFEA25841B0A0EF4506FE2B4101C53CDCFDA258411647F74EF8FD2B4176E08B0500A35841EA2B070D1BFE2B415663EF5B00A35841E8DE8BBD93FE2B412739F01BF9A25841A07353B8ADFE2B4134170BDFF9A258418FE9192DB2FE2B4138840BFEF7A25841A017B60862FE2B4169CD29E4F8A258411C70ABF91AFE2B4162720B9001A35841
81,12,0,2019-07-18 14:21:56+02,2019-07-18 14:31:36+02,44777,44893,580,3278,5.65,01020000206A0800001600000004798E2DD5FD2B419DA7E9460CA35841C5AD71D5D8FD2B41F8ADCB8309A35841B480796BEDFD2B41BA33BBD618A3584190BCC2C3E5FD2B41F65DD86322A35841DA11B9BB52FC2B4146B258EE24A3584152FD7DDFCFFA2B41463F6E4D1FA3584197ED56E53EF92B41156AC0BE25A35841692E5FB338F92B416F5DB0E53BA3584147F55F17F0F52B41D03E5C673AA35841CE67C8E119F52B414E2555210EA3584185330365C8F42B412B2DEC5CEDA258411B5FB19780F42B41E6CDD1D0D8A258418910B8EC74F42B410E77B4FECEA258414830E91C83F42B417FE0FC52C7A25841F6F8F597A9F42B4129B9B952B9A25841D9DBC195D0F42B41DB3318F2B1A258415963DDA6EAF32B41248201E1AFA25841EA35A04245F12B41771A0571B7A2584100D87C75A6F02B41D1686480BAA258411E1408B2C0EF2B41CEC259F5C5A25841FD4E57E01BEE2B41B6B4057EC6A2584118FFC7EA2CEA2B417C99ED377AA25841
82,12,0,2019-07-18 14:33:16+02,2019-07-18 14:39:16+02,44913,44985,360,766,2.13,01020000206A0800000D00000074B7B4A516EA2B41B5DEE04979A258411C93677468E92B4118AC60EE6DA25841F084EF6766E92B41D21C921668A25841CB8258EF22E92B4197C5210262A25841448795360FE92B411D172C1E65A2584174B05813C4E82B4188B55E2E61A25841400B581E86E82B4141E755BA60A25841DD16A20756E72B419FAAFA0F6AA258413D00453EBCE62B41F82D76096CA258414108FAA8FCE52B41C513CE0561A25841FCF0B9604CE52B41D90CA2B653A25841C61C01AA1BE52B41D5FF3D184CA2584157E06694DAE42B41CE070FAF49A25841
83,12,0,2019-07-18 14:40:21+02,2019-07-18 14:45:26+02,44998,45059,305,754,2.47,01020000206A0800000A000000BA22503DC5E42B41BF9BC9124BA2584126259C8374E42B41B0CC007047A25841A2C7747A6FE22B41D50E092123A25841445AD4BD2CE22B4162DD180C33A2584101C25AC841E22B411780856339A25841205BC5BE37E22B41168352703EA258416333B20ED2E12B41400B1C1149A25841A5C0DDFDA6E12B410E71B5CC55A258413CAE63468AE02B417C09101F61A25841153EBF1F65E02B41C24818C264A25841
84,12,0,2019-07-18 14:45:36+02,2019-07-18 14:48:06+02,45061,45091,150,389,2.59,01020000206A08000008000000B6898C5660E02B4178CEF00365A258411DC358E03FE02B41D1DBF0E465A258411EF83F329CE02B418E65EABF86A25841CDD7DF7883E12B41043DD8D186A25841D0215823DFE12B41969D131F82A25841EB6A62A9D2E12B4129254B057DA25841E484531DB1E12B415A8EA53C7AA25841D8708099ABE12B41599661A373A25841
85,12,0,2019-07-18 15:27:46+02,2019-07-18 15:33:11+02,45551,45616,325,436,1.34,01020000206A0800000A0000005235960DA2E12B4165D49C8258A2584190AB2BA476E12B415BDCEDFF5CA25841C1625B1898E12B41B0B354C666A25841F5372B97A3E12B413024BB5571A25841385BB910CDE12B41F89AF25D7DA258412BBBA660F2E12B413EA8E9B181A25841DEEE7EF5F5E12B41CDF2DC8D8AA25841DBF3BEA138E22B415A9CD65797A258414C87E52546E32B410C52C07796A258415CE927FD5AE32B415683B9C798A25841
86,12,0,2019-07-18 15:33:41+02,2019-07-18 15:36:51+02,45622,45660,190,277,1.46,01020000206A08000007000000111AD4B865E32B41F3B4A4C099A25841043F142B39E32B4106018B889FA258417A4FC54048E32B41AEE5239EA5A2584136563000AFE32B41E431BBC1B0A258413BD26DA8A5E32B4161B34008B8A258414A818A34B0E32B41B6EBD385BCA25841E88A5D193CE42B414E33716ACFA25841
87,12,0,2019-07-18 15:42:26+02,2019-07-18 16:03:26+02,45727,45979,1260,4625,3.67,01020000206A0800003500000003EFB4D065E42B4190D0DD98D9A25841F00402BC6AE42B41C477B4B3DBA25841895F47C5FAE42B4157D18CBDDCA258414479046B4FE52B41763FC651E1A2584198C0A39070E52B41BCD68489E5A258412DA203BF9BE52B41AAD16CE1E1A25841E489C28DDAE52B41B0DD1822E1A25841B222F3B296E62B414D47B1A1E4A258412760B2BD17E72B419396360FE3A25841C1A1A6B263E72B415CF54AF6E4A2584103DE785982E72B41361FB8C7E7A25841E7A23B2FA8E72B41A1C28D2DFCA25841DC0DC84FDBE72B41A2987F6606A358414402D03FF8E72B41C3FC722314A358419A85569A7CE82B41D05501D636A3584184E183728FE82B41CFAB01AB3AA35841185DE0DDA0E82B4108690F303AA35841FC2B70DE78E92B4110E9D2F365A3584132015C8ADEEA2B41AEA4D6129DA35841F67368455BEB2B419E53DDFEAAA35841901FE9B7B1EC2B41B9992B59DEA358419102B6FD02EE2B41938DDFAD0CA45841F0DC34B164EF2B41715FCF280BA4584181187616FCEF2B41BE0F778703A45841CC6302183DF02B41A03D586002A458413FE7014405F12B4160AE08DE04A4584119786ECF6BF12B41AD372BB1FEA358415D28EB631EF22B411595D2CCEEA35841D929EEC41CF42B41759BB049DAA35841C46FFE1641F52B41F6E74F53B8A35841547FE0FC11F62B41658353879CA3584112E218D26FF62B4184959E638BA3584188E9AA15BAF62B41A943960D79A35841898A725768F72B41E230D8FD47A35841AAFC7198B0F72B41B6D1C2DE3CA35841828CD712FFF72B41712F21C934A358418D72484A4AF82B41E0A18B002FA358413A618089B6F82B41BE3EB70E2AA35841F118E7496CF92B41E227245527A35841428D9A61F3FB2B410EF688412FA358419721F70C99FC2B41489D377433A3584174662B17C3FC2B41F2D9F5A229A3584178F49343EAFC2B413737121D29A35841B07CAE1405FD2B410EF1740425A358417C56232670FD2B41CF11760828A358419D4248D0C4FD2B41002E3FE026A35841ACB204C3E2FD2B415F7928B124A35841EA89C17F06FE2B418108FEBB0FA35841FE7907A262FE2B41A46C38E502A3584142E4BCEC47FE2B41BF7BBE31FEA25841A00A89CC4DFE2B41C5292586F3A25841EF0FC24B7DFE2B41AEB8D48BEEA2584132F233CC9EFE2B4144BAA492EFA25841
88,12,0,2019-07-18 16:04:01+02,2019-07-18 16:18:16+02,45986,46157,855,7361,8.61,01020000206A08000039000000579F5852AAFE2B417BD2B893EFA25841E68049FBA0FE2B412C18D4A7E9A25841DCA706D776FE2B410B5E1AD0E5A25841E4A7A8938FFE2B411AAD40BCE0A25841D2C675017DFF2B41657FB422D5A25841803D0043D8FF2B41DA68AA979FA25841F7D38FF0BCFF2B41874B289C95A2584179769E1D14FF2B418A3FC8DA6EA258418057D47DFEFE2B41D812A9A05DA258416A6487720CFF2B418092FBD556A258413AD0217BAE032C41577D58572EA258418C8FA160C5042C41E4CF32AD21A25841D6128A862D052C41C39B902921A25841B666020267062C418AC2544A17A25841C1B843628B072C41E179DD9A12A2584190C330F3F4082C415F19C9F718A2584166E5B71EA9092C41FBE3AA8015A2584116F520E3520A2C41479E15470BA25841C36D1A0CF40A2C41D46FE924FEA15841EF9B14026F0B2C4167459ED7F0A158415EDB3DCBEA0B2C41581834ECDCA158419E3135BB4E0C2C41192FF57AC3A158416EA8E3D8650C2C41E63EEA70B4A15841853AD1C26F0C2C4188D6DD7F9CA15841211F7AB8530C2C4120C8939F8EA158418639AA6C540C2C41D43435297FA1584122984A81A20C2C41767F6A5A63A158415B6372E1910C2C41ECB70CBC31A15841688EFC9FDC0C2C41AC3EC80BF8A0584138BE8A08020D2C41698AE34AEBA058416CE79FE4400D2C4196FE9958DFA05841D8CE8547AF0D2C41873AF0FAD3A05841DB6971575E0F2C419738DE28B8A05841725893260D102C41E164CAFAB8A05841A3C79B3FB2102C41FA26CC8DBDA058418F217C1947112C4129D03B09B7A0584188967175AE112C416A08DDD7A7A05841DD8A3061CD112C415DA59C7094A0584150E08AA503122C412FA36EF480A0584132BF2B2976122C418F45844171A058419A920B2616132C419ACAD4B165A0584132419A5BCB132C41ADDD388B61A058415825F6B889142C410AAB90FD62A0584172A6D6B63E152C4113E615EC5BA05841920A9400EA152C41E9DA0C3351A058410D1D22D5A6162C412353BCFD4CA05841CE3C582161172C41ED2D1F014EA058414A5C5141C8182C41A4461D8443A05841ED4EC45172192C411A7A1B5D3AA058414409A9DB491C2C416702C5922AA058413771C14FC01C2C4118E6CC3A23A05841DA587991611E2C41ACCE8E6A2AA0584121E08ABA451F2C411B6037EF28A05841BDEBC57932202C4108CA41EB2FA05841A02E6F3EE4272C417F08D19C45A05841B6F82BA747282C41EC3A052C51A05841856D1F3860282C41C001FC9D59A05841
89,12,0,2019-07-19 03:54:41+02,2019-07-19 04:09:51+02,46258,46439,910,7527,8.27,01020000206A08000039000000CFB842681D282C41908DEA9E4EA05841E456A3FF27282C41F2EEED974AA05841DBE4059150282C41BC9A8CC64AA058416E7AC1F853282C4148D8FD2147A058410004D0ABFD272C41F33C38773CA0584138823C474B212C41AE60096330A05841D900094F0B202C418245EFD52AA058410A81065A701F2C4171BCF6AD24A05841FC648FA4E51E2C41937B9FF024A0584165C7D61B4A1C2C41E297D4B129A058412128DDFDC81A2C419911BB3835A058413444DC41AD192C418C624FDB35A058413437EF1DD6182C41FB7A99C541A05841C73EB7E478172C41A4F8A8384FA0584172B8970125172C41AF58E42951A05841341BBCCE88162C410B3EC54850A05841F76E65200A162C41B447016D53A05841743C86FC01152C4153EA9B2262A05841F5058F7F73142C418F02EB8066A05841625C66645B132C413813AADC60A05841F5FE2D60D4122C41DD9A728867A058410AD847F356122C41906E5E5971A05841EF107B94F5112C412E7220BC7FA0584124B2BD36C3112C415F68497A91A0584112433D5DA3112C417409CD75A4A05841C62F56C056112C41E9382B83B4A05841AADC479A53102C4146EE4C08BAA058416F3A794FD60F2C41CFEBBA8AB5A058417CE7894C5A0F2C41F392AADAB4A058410F0472BF0C0E2C412BF767FECAA05841C62D5233950D2C41B33B8677D4A058413E83C6C4330D2C41323C506DDFA058412EEF1A93F30C2C410602F44FEDA0584136415B94980C2C4108A63A5B2FA15841A5EE54A5A50C2C41D42159FF67A1584164DE33B5550C2C41C3B8E5BD85A15841BEB38A438B0C2C41AA6706CAA5A15841A1E3B3AB7B0C2C41675E12DFB7A1584138CEB198480C2C413D004F47CBA15841A9E540FE050C2C416BBDA93CDBA15841AC481826520B2C4199A57E9FF5A15841663F3CC5CF0A2C412BBD504A02A258414EFD10C399092C415DF5590217A25841B4324554EC082C419D7546CF19A25841725AE66B97072C41BC97978214A25841C93FBC0235062C416711FCDD1AA25841481BD46214052C41F30141D924A2584128C4B7B1C2042C41F67DF7462AA2584188D84DFB55042C41A5422C302BA258418C7B31E732032C419444C99A34A258417478FFD004FF2B415A0920B15AA258411A1E5BC5D1FB2B41FAA2CD8174A25841BE19F594DDFA2B416893E1F77EA258416B420023CAFA2B41910D72BC85A258411CD964F8F5FA2B41E1A97DD88DA2584195E1747BCAFA2B416FF76DDFAAA25841652B9D3B24FB2B41AFAF495AC6A25841
90,12,0,2019-07-19 06:19:39+02,2019-07-19 06:23:59+02,46500,46552,260,470,1.81,01020000206A0800000A000000093FB41919FE2B418846113DFAA2584129657A1A5AFE2B41DA98F3ADF1A25841443693E55EFE2B4144D82299EEA25841A6F3598B83FE2B411CB4B16AF2A258417C2F21491FFF2B410C87DA8AE8A2584159C00CC875FF2B41C990A38AE5A25841F26BF3D289FF2B41C26363CBDAA2584174E5DEC4ACFF2B410E87299DD7A258418A432AAA69002C4187F03C9ED5A25841467BB5EC1C012C4162FF99BFDCA25841
91,12,0,2019-07-19 08:54:37+02,2019-07-19 08:56:07+02,47874,47886,90,67,0.74,01020000206A080000050000007B426CBDEC002C416F497407E6A258415BEFC912E8002C4183BFCBB8E7A25841785F3A4C2F012C41455491CDE7A25841EA8BF8E91E012C413DD7781CEBA25841BA4F5A802F012C419C925BBDEBA25841
92,12,0,2019-07-19 09:03:07+02,2019-07-19 09:07:52+02,47911,47968,285,301,1.06,01020000206A0800000900000041162496AC012C412D456CCFFEA25841405DDD27B4012C41FF1E72050BA35841DB2DF470A2012C4160B9B34410A358416753C5EA55012C41E216701215A358412115F69529012C41656496E51AA358418090CEEF06012C41608C54291BA35841EDEBF9B30D012C419C36A42E1DA35841A2BA662797002C41D243A6EE28A35841B53EDC15B4002C418831A48F35A35841
93,12,0,2019-07-19 09:37:42+02,2019-07-19 09:45:27+02,48326,48419,465,518,1.11,01020000206A0800000B000000656F22B5BC002C41222BE40A30A358413C70E4E28D002C41699A23162CA35841240F170D80002C41E56CAB4127A35841044F220884002C41B6910C4C08A35841510C687A75002C4155E7932804A35841081F1E39BFFF2B4181EA1DB607A35841521D94626DFF2B41C6DD976304A35841EA30BD0870FF2B41DE3F719D0DA35841365ED0EC1DFF2B41F2B5EBCA11A35841461A32D065FE2B41D14DE1E60EA35841F4268FFF4BFE2B415BC7B8AF0BA35841
94,12,0,2019-07-19 14:17:16+02,2019-07-19 14:18:36+02,48501,48517,80,492,6.15,01020000206A0800000800000064A3C67897FD2B413559B56904A3584197B03FF08FFD2B4113FFA084FFA25841D06BC45AA8FD2B410739E472FDA258418AE9C207FAFC2B4148876402FDA25841B014B85C9AFC2B4173BA63D702A3584190CAADB1E7FA2B419491E57900A358414811867F94FA2B41CA6D7682FAA25841675FB0F584FA2B417BAB53B5EDA25841
95,12,0,2019-07-19 15:49:39+02,2019-07-19 16:04:44+02,49598,49779,905,8071,8.92,01020000206A080000410000006A03D970A4FA2B4194B017B3F9A25841A157AC9886FC2B4103888D5602A358416DA0A0C2EFFC2B417E211345FCA2584193298ACBCEFD2B41930D4B0407A35841932BE20DEBFD2B41C2FCB63214A3584130082D5A06FE2B4118925CFE13A358412F42F519E9FD2B41DAC8C5260DA35841420B1FFFDBFD2B415D87306CEDA258419BA0CE1ABBFE2B41FECA1FB4DEA258418A52C85135FF2B41EC0C727FD9A25841BECF45453CFF2B41D655C1EB77A25841C32DD50C02FF2B41E757113869A258419212EEB004FF2B411905606757A25841483934B922042C41930FB0F129A25841FE82C64E75042C413ADE56ED26A2584164E208BCB0042C4148E6516B22A25841C4454B6809052C4184FDE2E622A258411EB3036CB5062C41318A9F2215A25841841203E160072C410DF59BD512A258419A4FC09452092C41AE91FA9718A25841F70CE284EC092C41871F3E8A11A258417934E6EA050B2C417FCBD517FCA15841567BE4277C0B2C410EC90FD1EEA15841D2A792C4DA0B2C41DFE093DCDFA15841EAD80D6F220C2C410B870A87D0A15841188C3524550C2C417DFF5D57BFA158412D8402E66E0C2C41C8418B41A3A15841F2E803B34B0C2C41860513B588A15841307CECD9650C2C415CF94A0D7AA1584143B8BE51970C2C4100682D686BA158414994F056A10C2C41AFB82C5B5CA1584153AC7A31900C2C4119A00DEC34A15841CB841E4D9D0C2C4120DBCD3724A158419D244ACFE50C2C41CC89EE82F1A05841A0531C402B0D2C41AC5838C0E1A058413B3D1B9D960D2C41DF935E07D5A05841AA5EC005210F2C412059AF04BAA058416CDBBE02B20F2C41F832A1F4B6A058413321329047102C4190E0CED4BBA05841AAE0F7A5E5102C4110253E69BDA0584121DE0F9A6F112C41B6970DD1B2A05841E401C696AF112C41AEC76729A0A05841E94DC7BBCE112C41617FD00B8BA058412371A0162C122C411E3C155678A0584109DA35C1BE122C419FC762C56AA05841E070EDC668132C411F64888F63A05841576AF5861C142C41659B3D6566A058413D4B2AC8CD142C413C65331965A05841EAB46C5208162C41B1C52A6652A058413415B11935172C419BB4D29F52A058412A5CEA52A2172C41C2F9C40D50A058412A4789D78D182C4199D98A0648A05841F05A54EC1B192C413ADC148240A05841604DDAEEBC1A2C41EA4512FE37A05841D7038AABE91A2C4175122D043BA0584165A33BDF261C2C41ED43B96132A05841CAE4E430861C2C4180DC027429A05841CCFCA362DB1E2C41E490C7BC28A0584137AD682B4F1F2C417000FF1327A05841DD32D89BC41F2C41A92EF2762CA058419A90EA1043212C414D81C68632A058415353A17FC3212C41D1A4620937A058410DD2F184D0272C415A0F627B2AA05841F58EC178DC272C41E32DC34C45A058412461713938282C4139966F0E51A05841
